"name","chr","start","end","strand","alias","tss","pas","0","10","20","30","40","50","60","70","80","90","100","110","120","130","140"
"YAL067C","chrI",7234,9016,"-","SEO1",9191,7058,0.0700096583794024,0.074282836568927,0.0763305221362054,0.0639334746201258,0.0655037516352973,0.0697965714516748,0.0676530215414003,0.0670292564962707,0.070266547974215,0.0664416906460255,0.0675841009045981,0.0676587834122564,0.0653583897878981,0.0683977286812593,0.0655024545819287
"YAL063C","chrI",23999,27968,"-","FLO9",28211,23927,0.0502631170227411,0.0517320642712425,0.0534289404827467,0.0503548106241205,0.0498923468979012,0.0460627909542955,0.0493689865488931,0.0518440294013561,0.0539371693719502,0.0511744365802462,0.0499207459045251,0.0523513173175332,0.0487299076752489,0.0489220604732731,0.0471572386283016
"YAL062W","chrI",31566,32940,"+","GDH3",31188,33011,0.0675188222000812,0.0651871997728476,0.0647842476497914,0.0518859796564871,0.0503377415645067,0.0510462505541861,0.0533287502755835,0.0529589876850482,0.0556533817647659,0.0518446124596008,0.0518205411188718,0.0510565924962098,0.0493591531104244,0.0469213048071683,0.0457504561845169
"YAL061W","chrI",33447,34701,"+","BDH2",33359,34868,0.0366795821784267,0.0397869809410815,0.0381190723454817,0.0414255843808725,0.0415461556344409,0.0388667508934223,0.0411826817999611,0.0411870424666309,0.0400544893035923,0.0360337222302439,0.0373620442075389,0.0386741159660349,0.0408004400404259,0.0414597874386521,0.0382969934082754
"YAL060W","chrI",35154,36303,"+","BDH1",35107,36387,0.0402092751601153,0.0324108891938875,0.0386329710279356,0.0388496029479617,0.0421477433587369,0.0383253363889242,0.0436525429042472,0.0405274160467129,0.0430649119984139,0.0399612842711128,0.0388533124304431,0.03825036683374,0.0383763062617488,0.0402951089939239,0.0414741635282034
"YAL059W","chrI",36508,37147,"+","ECM1",36559,37344,0.0300309410371135,0.026297342472845,0.026649092197313,0.0254359301687626,0.025326985151564,0.02583725011753,0.0278410123349973,0.0240357097754903,0.0261237463492603,0.0274557379472476,0.0286514623785257,0.0256984015926685,0.026196558375042,0.0281580586852812,0.0248627010086945
"YAL058W","chrI",37463,38972,"+","CNE1",37449,39011,0.0523765607200755,0.053514137820741,0.0543254632616197,0.0515089872927466,0.0530964539034908,0.0573985506845001,0.0590194975991796,0.0550059688358324,0.0571700836114572,0.0562158992870177,0.0560364699595351,0.0572902260771425,0.0586446578006741,0.0578142822898523,0.0601965024023688
"YAL056W","chrI",39258,41901,"+","GPB2",39215,41980,0.0416559884768334,0.0406608801353165,0.0392983252969168,0.0418292358062815,0.0415829568937202,0.0393623891152576,0.0419386522786898,0.0385156732420905,0.0388578531613858,0.0403855785848378,0.0449105318850192,0.0454238845534205,0.0448442386783243,0.0460975949128819,0.0447064675463445
"YAL055W","chrI",42176,42719,"+","PEX22",42191,42790,0.0530430948838341,0.0505386960370271,0.0519037245069834,0.0530094861435444,0.0556530604440487,0.0567821276303197,0.0652972322693965,0.0553154489307688,0.0597502808995538,0.0542521940225029,0.0523602891113406,0.0584543948067133,0.0633109543746757,0.0609619978297044,0.0618895074338024
"YAL053W","chrI",45898,48250,"+","FLC2",45744,48310,0.0916645701332884,0.096152048235932,0.0980377580233388,0.0983116915357077,0.103443648044317,0.10822725530101,0.112600964193435,0.105774453510965,0.0975642246930212,0.101702251101187,0.108857338490507,0.110949667252646,0.11031551522339,0.105247760810014,0.105547206900531
"YAL049C","chrI",51854,52595,"-","AIM2",52661,51719,0.0334778196108578,0.031084406426685,0.0328753872387631,0.0310018961631162,0.0294372505431768,0.0293298101603877,0.0338437604186253,0.0337907763859978,0.0304625479485072,0.0313072874202187,0.0335120448698395,0.0319487660827527,0.0328952697888958,0.0347747492288931,0.03332233515455
"YAL048C","chrI",52800,54789,"-","GEM1",54825,52616,0.0632871022883123,0.0571626964570408,0.0619824191533528,0.0537003807405039,0.0551162160455766,0.0564496196391807,0.0586510231786295,0.0574423973614516,0.059877820038557,0.0558122329234383,0.0539260250774193,0.0577793061899391,0.0563993258904095,0.0605664145388968,0.0551061182837688
"YAL046C","chrI",57028,57385,"-","AIM1",57383,56911,0.0455951511335398,0.0423316735097134,0.0395318571686357,0.045221158852825,0.0472564741285529,0.0442435748974461,0.0445840119329484,0.0439886419691144,0.0417378757167712,0.0411857797267908,0.0449510156043568,0.0463057677158224,0.049981602631143,0.0479462350525315,0.0472811511428068
"YAL044W-A","chrI",57517,57850,"+","YAL044W-A",57517,57961,0.0838151339597557,0.0854842512032007,0.0852259277864786,0.0829056551136567,0.0908273288829231,0.0833016961501226,0.0943041651528186,0.0912885656152473,0.0890468457183476,0.0889680497508804,0.0862718219925859,0.0844957718653126,0.0867406539431582,0.0851456323551376,0.0889049895139824
