"name","chr","start","end","strand","alias","tss","pas","0","10","20","30","40","50","60","70","80","90","100","110","120","130","140"
"YAL067C","chrI",7234,9016,"-","SEO1",9191,7058,6.0554399202132,6.11679812083412,6.1049204537833,6.15726701089722,6.16828594192147,6.14886233313499,6.15319908142639,6.11523100949644,6.13623950108082,6.14510363658584,6.14422671973252,6.14959352037351,6.12823973038178,6.16047987441968,6.14352839562556
"YAL063C","chrI",23999,27968,"-","FLO9",28211,23927,6.1378262797051,6.13787492751998,6.14523690929894,6.14426165573974,6.1150665115041,6.102086402266,6.01274244990776,6.06267837417696,6.0856050395224,6.0834801932218,6.11064991026381,6.09843841314749,6.09209118922314,6.10801689956296,6.10248922269529
"YAL062W","chrI",31566,32940,"+","GDH3",31188,33011,5.54958982961866,5.64622055325183,5.56875039078313,5.68517891895344,5.74531723030098,5.65478141681445,5.65519641383008,5.69343717401148,5.72311817517865,5.73398503326551,5.7155340318957,5.73146078601111,5.78675242741008,5.73177254014333,5.68751138166867
"YAL061W","chrI",33447,34701,"+","BDH2",33359,34868,5.84897434483877,5.86197208000714,5.90394718736064,5.90116034525541,5.86677148027434,5.79186256635955,5.86260128073209,5.80850267294391,5.87829055564767,5.87734882627767,5.85162578744417,5.91230873435464,5.82336971834902,5.84581785566826,5.91765512728259
"YAL060W","chrI",35154,36303,"+","BDH1",35107,36387,5.71491034392563,5.91880196348576,5.92473396889052,5.89328083316874,5.85102637153928,5.86731726798491,5.80596067888774,5.79083147211008,5.84295656461506,5.84130304461711,5.80231956407517,5.8708084386143,5.89355551443041,5.88528108680463,5.87933478956447
"YAL059W","chrI",36508,37147,"+","ECM1",36559,37344,5.66510142905411,5.71957176751054,5.84663720148,5.83550645874746,5.76406173554829,5.73127273959539,5.64563904013672,5.6914937232921,5.76380735520862,5.82063156670311,5.80015423281286,5.75141589891824,5.7895892465384,5.73542979024742,5.76617459625637
"YAL058W","chrI",37463,38972,"+","CNE1",37449,39011,5.9918838916184,5.99893239194556,6.08399915650427,6.12407824946497,6.11093904957474,6.05801126014094,5.99777497035683,6.00038003240283,6.04206363741818,6.08304851653436,6.04233592001901,6.0133934971221,5.99051490628183,5.95511918908641,6.00637301678288
"YAL056W","chrI",39258,41901,"+","GPB2",39215,41980,5.78746245262204,5.79807664575139,5.84359872350704,5.85102335897587,5.82936291126325,5.78455343416924,5.75343292557428,5.78528056014632,5.81834270130153,5.85795780791961,5.8082636480485,5.76202922759559,5.80623706937273,5.75199332095703,5.79787503240693
"YAL055W","chrI",42176,42719,"+","PEX22",42191,42790,5.7488298371134,5.79441408802479,5.8648076308446,5.71354831347779,5.70085196051628,5.62787525848018,5.67633634263151,5.70187497941567,5.7346339311966,5.72891489933486,5.64180529175035,5.61934866259079,5.63655251836127,5.67318506373054,5.73673945638006
"YAL053W","chrI",45898,48250,"+","FLC2",45744,48310,5.80765120237288,5.70871127343483,5.75176165088719,5.7849766183049,5.70325002707122,5.62012984991395,5.55539846368634,5.67413137420461,5.74679501182452,5.71608778747574,5.68373447278814,5.67846382171851,5.60840276147163,5.69172996320615,5.66754476865108
"YAL049C","chrI",51854,52595,"-","AIM2",52661,51719,5.9259405569381,5.91459155798221,5.92074193345204,6.03702329909674,5.97193726945136,5.94017665108358,5.89675073212793,5.89839838248304,5.96029681770857,6.01612799547046,6.01111238700026,5.95956869609581,5.89966169154837,5.92789330639903,5.9863370643193
"YAL048C","chrI",52800,54789,"-","GEM1",54825,52616,5.91148462557577,5.92282514830161,6.00074222974129,6.02356800030884,5.98762949365816,5.98428147812338,5.93525607324343,5.92814751412308,5.9694137681824,6.02208481868937,6.01716242468295,5.98000288778531,5.98088550890811,5.94798786560585,5.97993226006167
"YAL046C","chrI",57028,57385,"-","AIM1",57383,56911,5.23985804064827,5.27146970157358,5.28974457215012,5.47276030207228,5.30054811064983,5.29315741301387,5.3237773500588,5.31876301778375,5.31717902031929,5.40545679999049,5.31747146545351,5.31912069450444,5.345066080404,5.32996545741334,5.39104320971579
"YAL044W-A","chrI",57517,57850,"+","YAL044W-A",57517,57961,5.24663321094219,5.26246348688437,5.3132797202282,5.36922572203037,5.25286975653964,5.23005712873288,5.22274191440476,5.22715128714523,5.29834146183085,5.31172764346429,5.24583399835062,5.24324906008973,5.22540745234198,5.21872665953183,5.25560990515523
"YAL044C","chrI",57949,58462,"-","GCV3",58476,57868,5.49360396020911,5.6211482920584,5.69240488833115,5.88465305780308,5.74342867919973,5.70568978821483,5.69167449605969,5.68481800961376,5.79166374505419,5.80681678645285,5.78281452831213,5.74746428504835,5.70381462005593,5.71048120665117,5.75929094069468
"YAL043C","chrI",58694,61052,"-","PTA1",61076,58626,5.62110532542161,5.67859135530584,5.75532046169856,5.73395907505063,5.70900329843256,5.67423103079562,5.67428800456014,5.67185928578262,5.65959607652209,5.66478377510919,5.66316185350111,5.66889536966318,5.5770919931085,5.62686760504306,5.66180256880325
"YAL042W","chrI",61315,62563,"+","ERV46",61274,62654,5.55893619271943,5.60400429104658,5.63852308226,5.65602941858001,5.60083838810784,5.54940084806333,5.59805620317146,5.56975762282049,5.61048746189534,5.64732069346223,5.59999797532313,5.57102051979661,5.56561293275001,5.58755680086286,5.55542902498491
"YAL041W","chrI",62839,65404,"+","CDC24",62776,65463,5.74828021467483,5.78399856692981,5.81887349441177,5.82537932450804,5.77155752872561,5.82084043181435,5.78096257313201,5.84096366257249,5.85559956052945,5.82076097784933,5.8199043800243,5.79903892991067,5.75226803677143,5.76791033134955,5.80288052560104
"YAL040C","chrI",65777,67520,"-","CLN3",67844,65601,5.9917168766672,6.04313205131737,6.10627843423148,6.0855878909342,6.07831161079717,6.11716239503182,6.13185951097884,6.1052950175306,6.09332908181041,6.09216429696182,6.06136228001082,6.0113816719653,6.1065669756655,6.03947248100652,6.07510193232445
"YAL039C","chrI",68715,69525,"-","CYC3",69581,68654,5.79017924064468,5.67272747950858,5.77178052806216,5.69807572622337,5.59693608448961,5.54102379527777,5.71998754193419,5.64401922841767,5.71017455572571,5.62948645392308,5.60981026877019,5.49574945340293,5.49427591749636,5.48547331656187,5.51228352208831
"YAL038W","chrI",71785,73288,"+","CDC19",71759,73452,6.07343209267351,6.09419052640213,6.117907940113,6.11602046895937,6.10420303610536,6.11497901341517,6.14291523242557,6.10672025549592,6.10275523200319,6.05127987978503,6.07644067739786,6.00466670460543,6.06455828961984,6.04024753662677,6.04898380713728
"YAL036C","chrI",75042,76152,"-","RBG1",76189,74850,5.56519744442753,5.6743918919075,5.7711116740433,5.75873778859868,5.72492195407297,5.68588059290769,5.65801020270516,5.68563004995451,5.75717282847079,5.75548117755515,5.72344341023306,5.65441796987044,5.65615038543005,5.69672555109253,5.67128220741527
"YAL035W","chrI",76426,79435,"+","FUN12",76401,79555,5.54156773826617,5.68883911658956,5.71020139560591,5.69970147223697,5.64194721590421,5.66766232255886,5.56106081463233,5.57922773867638,5.73645650451089,5.66871804274739,5.73271422436285,5.70567725820093,5.65933689672195,5.5756980802212,5.68006386320216
"YAL034W-A","chrI",79717,80587,"+","MTW1",79689,80675,5.38078537521361,5.49904774309479,5.52759179609331,5.638690707538,5.64303790578124,5.55348134407359,5.53671623161206,5.57639099369239,5.62019416504264,5.64977440794177,5.60903001647715,5.62371633883738,5.5895724081839,5.62521616562428,5.61421097023915
"YAL033W","chrI",82705,83227,"+","POP5",82701,83299,5.61719530779398,5.67073687799808,5.69441178713264,5.83118043666525,5.77553588447676,5.73306460457434,5.64429046092362,5.6417107258374,5.69239409373985,5.74804843041398,5.71878791786736,5.73416216065929,5.67238396326947,5.66009120726951,5.72069835048152
"YAL032C","chrI",83334,84474,"-","PRP45",84494,83204,5.78199019899792,5.81453799045035,5.78079015350243,5.8867978519714,5.8099038247775,5.80080375752267,5.7324538615982,5.7236351957984,5.81264702808185,5.83875223227459,5.80442144120637,5.76492832603518,5.73435034528221,5.75089715419445,5.76533810492401
"YAL031C","chrI",84748,87031,"-","GIP4",87078,84595,5.60391672894616,5.61589344152761,5.65393404264016,5.6938540572567,5.66500744117495,5.62124657157505,5.6122602140945,5.63555685211867,5.67559681449636,5.7031429277559,5.65769518238862,5.64375976384227,5.6335671347013,5.6427134108202,5.65582184183105
"YAL030W","chrI",87285,87752,"+","SNC1",87264,87862,5.66810754531389,5.67717964561642,5.73425659572372,5.80503569613013,5.76280051863663,5.70803139760188,5.68214633469788,5.65322881143199,5.7454241382947,5.80199619763013,5.77798268218751,5.73337543257631,5.70511852892051,5.67802536970921,5.73305577594085
"YAL029C","chrI",87854,92270,"-","MYO4",92522,87695,5.88511489501893,5.8374768663155,5.91916699688172,5.94784738711852,5.93873750041268,5.93779325639049,5.85129663014406,5.88606394259979,5.9451028306534,5.92655677128826,5.88935356991268,5.88977473660476,5.86974469076903,5.89204700517523,5.96055206072456
"YAL028W","chrI",92899,94486,"+","FRT2",92854,94606,5.63801187685844,5.62405088975181,5.6138486452026,5.71844967648223,5.70936799616664,5.62903071246318,5.64924996945784,5.63355103612686,5.66759814899722,5.73236964535571,5.69773398091577,5.69677274770667,5.67112072258584,5.61826035077821,5.65708237633347
"YAL027W","chrI",94686,95472,"+","SAW1",94607,95578,6.01224112590786,5.99349147458563,6.02448918801696,6.06463765286472,6.07568478997103,6.03112802964601,5.98406063039709,5.99080483537391,6.03331936113993,6.04683707021268,6.04095718657291,6.01605909548622,5.95133733678356,5.98616823059883,6.01577584429879
"YAL026C","chrI",95629,99697,"-","DRS2",99783,95482,5.63789874141659,5.71266284802303,5.72254101262133,5.82825173710503,5.76107463867531,5.75288713821513,5.70190500670943,5.72416790405011,5.73695506601263,5.82638014063115,5.7526273486539,5.74284219684813,5.74978522208997,5.70820877947306,5.70907605945739
"YAL025C","chrI",100224,101145,"-","MAK16",101168,100022,5.32654186381228,5.49225758637532,5.4873307834829,5.62642987166514,5.57461391182006,5.61720800067412,5.4935973263013,5.55224140967157,5.52826497114203,5.58596100943665,5.57375242211456,5.54886033891446,5.50261827467134,5.55220926130056,5.48858756056483
"YAL024C","chrI",101564,105872,"-","LTE1",105976,101371,5.74691185850208,5.78163990883453,5.81188181053694,5.8403240321248,5.80159287894558,5.78295563792762,5.77202324400353,5.7652898216177,5.80092055840873,5.82984517910844,5.78672620814988,5.75988162785425,5.74840216484573,5.74032217593784,5.76509013198625
