"name","chr","start","end","strand","alias","tss","pas","0","10","20","30","40","50","60","70","80","90","100","110","120","130","140"
"YAL067C","chrI",7234,9016,"-","SEO1",9191,7058,0.0148266133178394,0.0123113989802736,0.01502349019278,0.0143666430903029,0.0126279061003092,0.0119225534276223,0.0105501346892942,0.0129099971817689,0.0125417723498672,0.0117995280898281,0.0119292269016665,0.012974039983686,0.0100359791743102,0.0116137211155677,0.00999967805971786
"YAL063C","chrI",23999,27968,"-","FLO9",28211,23927,0.00575953155747977,0.00670844820680036,0.00852030960768506,0.00919800759565988,0.00746713148863259,0.00809559195960034,0.00836688215172323,0.00737999327207058,0.00785163067270793,0.00673441993954738,0.00646328318864415,0.00645958307950366,0.00551540411658882,0.0062184575040605,0.0065124132307729
"YAL062W","chrI",31566,32940,"+","GDH3",31188,33011,0.0252524266024092,0.0188381408156905,0.0224845923187498,0.0231533113111709,0.0243913743994823,0.0254141726651784,0.0201968146400884,0.0225909325300224,0.0207525299402178,0.0259969625510106,0.0225393887648384,0.0213750911702433,0.0223267313435857,0.0197850392986439,0.0198206030711326
"YAL061W","chrI",33447,34701,"+","BDH2",33359,34868,0.00882050431162269,0.00881094018764934,0.00873827359201109,0.00749331432700946,0.00699985320169834,0.00768078766675947,0.00608238573859094,0.0085916485809594,0.00685768019425681,0.0080968018008434,0.00817487206714819,0.00675683365796191,0.00701884409675686,0.00730293196482737,0.00717001213702812
"YAL060W","chrI",35154,36303,"+","BDH1",35107,36387,0.01525020266085,0.0224671251542315,0.0193435915199586,0.0153059085661312,0.0136624560932357,0.0158530083617602,0.0117121264943723,0.0124491402913967,0.0136756978519676,0.0143725827127057,0.0115015318167216,0.0136308040611,0.0126358730952571,0.014137083415046,0.0137361404461419
"YAL059W","chrI",36508,37147,"+","ECM1",36559,37344,0.0138666246709359,0.0168061227858758,0.0156198351945195,0.0118298492345535,0.0136547614703959,0.0147645416275294,0.010539748331202,0.0147846239953963,0.0125810866589787,0.0137086020711763,0.0150142721897895,0.0118907012034794,0.012093061020866,0.00980625884062585,0.0105737006542792
"YAL058W","chrI",37463,38972,"+","CNE1",37449,39011,0.0140751362807307,0.014799979975419,0.0158440818032264,0.0132507167987333,0.0137631997386557,0.0133180814814088,0.0122617448943245,0.0138781158130093,0.0130448460395479,0.0129826251199874,0.0138636277215659,0.0119914688982935,0.0123626278534848,0.0114863458300967,0.0104044157720266
"YAL056W","chrI",39258,41901,"+","GPB2",39215,41980,0.0360766964829905,0.0336455977284435,0.0307020764679923,0.0267852968400649,0.0278121947755054,0.0299611889995767,0.0258210786035349,0.0247276780436836,0.0236587020835198,0.0216671283619174,0.0273015530756943,0.0193113295073667,0.0180975732926314,0.0172471475745511,0.0183072365816887
"YAL055W","chrI",42176,42719,"+","PEX22",42191,42790,0.0281418917723655,0.0259307382458751,0.025986002681075,0.0199656652381617,0.0188248764025958,0.0183652378105036,0.0143584168268346,0.0201052805785658,0.0187490046522339,0.0172114393313479,0.0220683387785675,0.015350984093433,0.0158716669979697,0.0154094212357631,0.0177205027358749
"YAL053W","chrI",45898,48250,"+","FLC2",45744,48310,0.0488817088213248,0.0507790702139455,0.0497255050134787,0.0460862200920338,0.051445902580231,0.0518825091941461,0.0399422136421819,0.0444018678374905,0.0449672799871394,0.0466319225953213,0.0516820733727594,0.0504513784410742,0.0442200965714028,0.045943776178432,0.0433594987973559
"YAL049C","chrI",51854,52595,"-","AIM2",52661,51719,0.0241574998178599,0.0230810109193929,0.0222987808548328,0.0210635566343489,0.0196925309526045,0.0206809627242661,0.014936068852402,0.0198872492263704,0.0181149384846258,0.018643050826787,0.0191303112334954,0.0170907076550446,0.0160763138050055,0.0167013188985899,0.0153680774930028
